attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,true_facenet_id,clean_pred_class,adv_pred_class,clean_true_class_confidence,adv_true_class_confidence,clean_correct_nn2,adv_correct_nn2,prediction_changed_nn2,transfer_success_nn2
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,0.025,0.023172,7185,7185,5962,0.9931094646453857,0.006961505394428968,1,0,1,1
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,0.025,0.024062,7185,7185,1168,0.6800103783607483,5.754377525590826e-06,1,0,1,1
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,0.025,0.02369,7185,7185,4276,0.9991464614868164,0.02572542056441307,1,0,1,1
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,0.025,0.023801,7185,7185,7571,0.9559090733528137,0.027122294530272484,1,0,1,1
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,0.025,0.024071,7185,7185,1605,0.9545937180519104,0.000167576436069794,1,0,1,1
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,0.025,0.023942,7185,7185,639,0.24459852278232574,8.578466804465279e-05,1,0,1,1
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,0.025,0.023993,7185,7185,639,0.8787012100219727,0.024327263236045837,1,0,1,1
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,0.025,0.023869,7185,7185,2653,0.8682355284690857,2.2118510969448835e-05,1,0,1,1
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,0.025,0.023814,7185,7185,7715,0.6802170872688293,2.4846838641678914e-05,1,0,1,1
fgsm,0.025,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,0.025,0.023987,7185,7185,6873,0.5629176497459412,0.0010807312792167068,1,0,1,1
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0000.tiff,0.025,0.023778,2585,2585,2585,0.9991002082824707,0.6740540266036987,1,1,0,0
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0001.tiff,0.025,0.023838,2585,2585,7960,0.8725183606147766,1.6508713088114746e-05,1,0,1,1
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0002.tiff,0.025,0.023837,2585,2585,2585,0.9706896543502808,0.2472798228263855,1,1,0,0
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0003.tiff,0.025,0.024062,2585,2585,2585,0.9998646974563599,0.4548204243183136,1,1,0,0
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0004.tiff,0.025,0.024011,2585,2585,7160,0.9758339524269104,0.0005145628238096833,1,0,1,1
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0005.tiff,0.025,0.024065,2585,2585,7651,0.9825798869132996,0.0006808476755395532,1,0,1,1
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0006.tiff,0.025,0.023857,2585,2585,1008,0.9825055599212646,0.004667121451348066,1,0,1,1
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0008.tiff,0.025,0.024063,2585,2585,2585,0.9959807395935059,0.3665674328804016,1,1,0,0
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0009.tiff,0.025,0.023851,2585,2585,6304,0.9830495715141296,0.002316976897418499,1,0,1,1
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0000.tiff,0.025,0.024062,5658,5658,2056,0.9201053977012634,6.501159077743068e-05,1,0,1,1
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0001.tiff,0.025,0.024068,5658,5658,5133,0.9536314010620117,0.0006499241571873426,1,0,1,1
