attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,true_facenet_id,clean_pred_class,adv_pred_class,clean_true_class_confidence,adv_true_class_confidence,clean_correct_nn2,adv_correct_nn2,prediction_changed_nn2,transfer_success_nn2
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0000.tiff,0.001,0.000864,7185,7185,7185,0.9931094646453857,0.9911767244338989,1,1,0,0
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0001.tiff,0.001,0.000847,7185,7185,7185,0.6800103783607483,0.6090213060379028,1,1,0,0
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0002.tiff,0.001,0.000864,7185,7185,7185,0.9991464614868164,0.9988090991973877,1,1,0,0
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0003.tiff,0.001,0.000864,7185,7185,7185,0.9559090733528137,0.94318687915802,1,1,0,0
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0004.tiff,0.001,0.000853,7185,7185,7185,0.9545937180519104,0.9250242114067078,1,1,0,0
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0005.tiff,0.001,0.000861,7185,7185,4242,0.24459852278232574,0.18418700993061066,1,0,1,1
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0006.tiff,0.001,0.000866,7185,7185,7185,0.8787012100219727,0.8457905054092407,1,1,0,0
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0007.tiff,0.001,0.000857,7185,7185,7185,0.8682355284690857,0.7969533801078796,1,1,0,0
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0008.tiff,0.001,0.000864,7185,7185,7185,0.6802170872688293,0.47152504324913025,1,1,0,0
pgd_error_generic,0.001,False,none,-1,0,n007726,"""Samantha_Ruth_Prabhu""",000_n007726_Samantha_Ruth_Prabhu,dataset/clean_cropped/NN1/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/000_n007726_Samantha_Ruth_Prabhu/0009.tiff,0.001,0.000862,7185,7185,7185,0.5629176497459412,0.46744558215141296,1,1,0,0
pgd_error_generic,0.001,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0000.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/001_n002771_Felix_Neureuther/0000.tiff,0.001,0.00087,2585,2585,2585,0.9991002082824707,0.9989311099052429,1,1,0,0
pgd_error_generic,0.001,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0001.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/001_n002771_Felix_Neureuther/0001.tiff,0.001,0.000865,2585,2585,2585,0.8725183606147766,0.8257230520248413,1,1,0,0
pgd_error_generic,0.001,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0002.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/001_n002771_Felix_Neureuther/0002.tiff,0.001,0.000869,2585,2585,2585,0.9706896543502808,0.9647926688194275,1,1,0,0
pgd_error_generic,0.001,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0003.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/001_n002771_Felix_Neureuther/0003.tiff,0.001,0.00087,2585,2585,2585,0.9998646974563599,0.9998307228088379,1,1,0,0
pgd_error_generic,0.001,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0004.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/001_n002771_Felix_Neureuther/0004.tiff,0.001,0.000862,2585,2585,2585,0.9758339524269104,0.9601218700408936,1,1,0,0
pgd_error_generic,0.001,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0005.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/001_n002771_Felix_Neureuther/0005.tiff,0.001,0.000858,2585,2585,2585,0.9825798869132996,0.9708159565925598,1,1,0,0
pgd_error_generic,0.001,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0006.tiff,dataset/attacks/NN1/error_generic/pgd/eps_0_001/001_n002771_Felix_Neureuther/0006.tiff,0.001,0.000871,2585,2585,2585,0.9825055599212646,0.9742897152900696,1,1,0,0
